Content,manipulations
Сербия не будет вводить санкции против России - Вучич,[]
"Репортаж ""Известий"" из Чернобыльской зоны отчуждения, где российские военные и бойцы Национальной гвардии Украины совместно обеспечивают безопасность АЭС.","['Exaggeration,Minimisation\t58\t153\n', 'Causal_Oversimplification\t58\t153\n']"
"Тут активисты ""националисты"" и территориальная оборона предлагает делать «бутылочки зажигательные», потом забирать их домой, и использовать, кидая с окон. Логики, конечно, ноль, что это верная смерть, но речь «громкая».","['Name_Calling,Labeling\t73\t98\n']"
Походу это ПВОшнкая ракета. Видео с пусками ЗРК ранее выкладывалось.,['Doubt\t0\t6\n']
"⚡️ Лукашенко назвал Зеленского безумцем: Завтра будет война, а послезавтра - мясорубка. Поэтому если у них мозги есть - этих разного рода очумевших, пусть принимают решение, садимся за стол. Если Россия в третий раз вот буквально за последние дни подталкивает их и дает согласие, и они уже согласны на условия, которые сегодня предложены Россией, чего мы медлим, люди же гибнут! Ну а завтра, может, и переговоры никому не понадобятся. Может, страна-победитель (вы, наверное, не сомневаетесь, что может произойти) просто разговаривать ни с кем не станет. Поэтому, ну безумцы!","['Name_Calling,Labeling\t566\t573\n', 'Exaggeration,Minimisation\t247\t278\n', 'Loaded_Language\t96\t117\n', 'Exaggeration,Minimisation\t196\t215\n', 'Exaggeration,Minimisation\t442\t459\n', 'Doubt\t465\t473\n', 'Appeal_to_fear-prejudice\t363\t377\n', 'Appeal_to_fear-prejudice\t41\t86\n', 'Doubt\t435\t440\n', 'Name_Calling,Labeling\t120\t147\n', 'Causal_Oversimplification\t282\t345\n', 'Doubt\t392\t397\n']"
Ещё фото ТОС «Солнцепёк» в Токмаке.,[]
"Украинский гарнизон Черноморского острова Змеиный сдался подразделениям ВС РФ, сообщили в Минобороны.",[]
"Democrats Want Us To Believe All Women…Unless They’re Accusing Keith Ellison, Bill Clinton, Al Franken Or George Soros
 
 The Democrats have called upon the Senate to postpone the vote on Kavanaugh.
 Establishment Republicans are racing for the exits.
 But over what?
 An unprovable accusation from decades ago that the accuser said nothing about until years later, and that is uncorroborated by any other testimony or by the evidence of any similar behavior on Kavanaugh’s part.
 This is clearly a set-up (Christine Ford is also a far-left Democrat operative) designed to derail the nomination of a good man.
 There is no low to which the Democrats will not sink to attain their nefarious goals of stopping the President from strengthening America and protecting Americans.
 take our poll - story continues below
 Completing this poll grants you access to Freedom Outpost updates free of charge.
 You may opt out at anytime.
 You also agree to this site's Privacy Policy and Terms of Use.
 “Weighing the Allegations against Brett Kavanaugh,” by David French, National Review, September 16, 2018:
 They’re serious but not solid.
 The allegations against Brett Kavanaugh — outlined now on the record in the Washington Post by Palo Alto University professor Christine Blasey Ford — are substantial and serious.
 She claims that Kavanaugh knocked her down, groped her, and attempted to remove her clothes.
 Here’s the core of her story:
 While his friend watched, she said, Kavanaugh pinned her to a bed on her back and groped her over her clothes, grinding his body against hers and clumsily attempting to pull off her one-piece bathing suit and the clothing she wore over it.
 When she tried to scream, she said, he put his hand over her mouth.
 “I thought he might inadvertently kill me,” said Ford, now a 51-year-old research psychologist in northern California.
 “He was trying to attack me and remove my clothing.” Ford said she was able to escape when Kavanaugh’s friend and classmate at Georgetown Preparatory School, Mark Judge, jumped on top of them, sending all three tumbling.
 She said she ran from the room, briefly locked herself in a bathroom and then fled the house.
 Do not count me among those who would minimize this alleged assault.
 I went to a high school that had more than its share of drunken parties, and my classmates could do crazy and stupid things, but an act like this was beyond the pale.
 This isn’t “boys will be boys.” Actions have consequences, and it’s hardly unjust to tell a person that if he mistreated another human being like this — even a long time ago — he has to remain “merely” a judge on the D.C.
 Circuit Court of Appeals.
 Since Kavanaugh has denied the story, however, the question of whether the event is so egregious that it should disqualify him is moot.
 At the very least, if the attack happened, he should be disqualified for lying.
 Yet unless all parties start telling the same story, there is no way to know for certain if this event occurred.
 We don’t need certainty, however, to make a decision on whether a man should sit on the Supreme Court.
 I have the same standard for Brett Kavanaugh as I did for Roy Moore, for Donald Trump, for Bill Clinton — or for any other politician who’s accused of misconduct.
 Is it more likely than not that the allegation is true?
 Given the totality of the evidence, I believe it is more likely than not that Bill Clinton committed rape and sexual harassment.
 I believe it is more likely than not that Donald Trump has committed sexual assault.
 I believe it is more likely than not that Roy Moore engaged in sexual misconduct with underage girls.
 But the evidence against Kavanaugh falls far short of the evidence arrayed against each of these men.
 So far at least it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences during this #MeToo moment.
 Here’s why:
 First, one way to help test the veracity of old claims is to ask whether there is any contemporaneous corroboration.
 Did the accuser tell a friend or family member or anyone about the alleged assault when it occurred?
 With Clinton, Trump, Moore, and many other politicians and celebrities, there was ample contemporaneous corroboration.
 Here, there was not.
 According to the Washington Post, “Ford said she told no one of the incident in any detail until 2012, when she was in couples therapy with her husband.”
 That’s almost three decades of silence — three decades when memories can grow cloudy and recollections can change.
 But even the allegedly corroborating notes of the therapist raise a separate problem.
 They actually contradict her story on a key detail.
 According to the Post, “The notes say four boys were involved, a discrepancy that Ford says was an error on the therapist’s part.
 Ford said there were four boys at the party but only two in the room.” Nor do the notes mention Kavanaugh’s name, even though her husband says Ford named Kavanaugh in the sessions.
 Those are important discrepancies, and if six years ago she told the therapist four men and says two men now, that suggests that her memory of the event may be suspect.
 As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.
 Juries are extremely skeptical of witnesses who contradict written notes — after all, the notes are taken when the words are immediate and there isn’t the overwhelming pressure of a trial to conform your testimony to the desired outcome.
 At least the investigation seems somewhat manageable.
 If there were only four boys there, who were the other two?
 Let’s hear from them.
 In fact, investigators should interview everyone else at the party.
 Yet given all the years that have passed, would it be possible to find anyone who remembers being at that party?
 Would they remember any details at all?
 If someone saw Kavanaugh stumbling drunk at the party, that would obviously bolster Ford’s account.
 If another attendee says, “He was totally sober and with me the whole time,” that helps Kavanaugh.
 But the odds of getting details that precise are long indeed, and there is always a chance that a motivated classmate might lie — for either person….
 
","['Loaded_Language\t613\t657\n', 'Name_Calling,Labeling\t592\t602\n', 'Slogans\t2408\t2425\n', 'Exaggeration,Minimisation\t3729\t3843\n', 'Doubt\t4993\t5125\n', 'Appeal_to_Authority\t5153\t5360\n', 'Black-and-White_Fallacy\t0\t118\n', 'Loaded_Language\t673\t689\n', 'Causal_Oversimplification\t475\t500\n', 'Loaded_Language\t5373\t5393\n', 'Flag-Waving\t720\t766\n', 'Loaded_Language\t5982\t5998\n']"
"Вот и Адам Осмаев проявился. Ну тот, что простил Мовсару Садулаеву (чеченский террорист, служил в их нацбатальоне, после покушения сбежал в Европу и через Вайфонд клянчит деньги) что он организовал покушение на его жену Амину Окуеву , потому что она стала политически более тяжеловесна, чем он. Там туристы из Чечни едут к тебе, Адам. Ставь жижиг галнаш.","['Name_Calling,Labeling\t68\t87\n', 'Appeal_to_fear-prejudice\t299\t327\n']"
"ВС РФ продвинулись от Мелитополя на 50 километров на север и вошли в Токмак. Запорожская область. Похоже в населенном пункте им оказали сопротивление ВСУ. Один из танков получил в борт из РПГ, но спасла динамическая защита.",['Loaded_Language\t98\t104\n']
"The JFK Cover-Up Continues
 
 While the mainstream media was announcing for the past two weeks that President Trump was going to release the CIA’s long-secret records on the JFK assassination, I took a different position.
 On Monday of this week, I predicted that Trump would make a deal with the CIA that would enable the CIA to continue its cover-up of the JFK assassination.
 (See “I Predict Trump Will Continue the CIA’s JFK Assassination Cover-Up” and “No Smoking Guns in the JFK Records?”)
 On Thursday, the day of the deadline established by law for releasing the records, Trump granted the CIA’s request for continued secrecy, on grounds of “national security,” more than 50 years after the Kennedy assassination.
 Please, don’t start calling me Nostradamus.
 A blind man could see what was happening.
 Donald “Art of the Deal” Trump was obviously negotiating all week with the CIA, and he was obviously pushing to get what he wanted all the way up to the very last day.
 On Thursday, the deadline established by law for releasing the records, the CIA undoubtedly blinked and Trump presumably got what he wanted in return for granting the CIA request for continued secrecy.
 Time to buy old US gold coins
 Some mainstream media commentators are criticizing the CIA for waiting until the very last day to make its case for continued secrecy.
 Displaying their naivete, they demonstrate their lack of understanding about how things work in Washington, D.C. As I indicated in my Monday article, when someone in the federal government needs a favor from someone else, the someone else is going to ask for something in return.
 JFKu2019s War with the... Douglas Horne Check Amazon for Pricing.
 The fact is that the CIA put in its request to Trump for continued secrecy of its JFK records long before yesterday.
 But “Art of the Deal” Trump obviously sat on the request, undoubtedly hoping that he could get what he wanted in return if he just continued holding out and conveying that he was ready to release the records.
 Don’t forget: According to Trump’s own tweets, he had already ostensibly decided to deny the CIA’s request for secrecy before the Thursday deadline:
 Trump tweet sent on Saturday, October 21: “Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.” Trump tweet sent on Wednesday, October 25: “The long anticipated release of the #JFKFiles will take place tomorrow.
 So interesting!
 Now, it’s theoretically possible that the CIA presented Trump with some earthshattering new information on the Thursday deadline that showed that the United States would fall into the ocean if Americans were finally permitted to see the CIA’s long-secret JFK records.
 But how likely is that?
 Not likely at all!
 Instead, it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the CIA as part of the negotiations: Give me what I want or I will release the records.
 In the negotiations, both Trump and the CIA knew that Trump was in the catbird seat.
 The Kennedy Autopsy Jacob Hornberger Check Amazon for Pricing.
 In the end, the CIA blinked, just as Trump knew it would.
 Contrary to what the mainstream press is asserting, the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963.
 That’s what the mainstream media, forever wedded to the official story no matter how ridiculous and illogical it is, simply cannot bring themselves to confront.
 Trump knew that he had the CIA over a barrel.
 As I indicated in my two articles this week, the CIA was between a rock and a hard place.
 On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination.
 On the other hand, it could give Trump what he wanted and have to suffer the obvious inference that people would draw — that the CIA was continuing to cover up incriminatory evidence.
 What did the CIA give Trump in return for Trump’s extending the CIA’s 50-year-plus secrecy?
 We don’t know, but my hunch is that it pertains to Russia.
 Here’s my next prediction: the congressional investigations into Trump’s supposed “collusion” with Russia are about to fizzle out.
 That’s because I believe that the CIA, as part of its deal with Trump, will order its assets in Congress to cease and desist with respect to that investigation.
 In my opinion, that’s the price the CIA had to pay in return for its continued cover-up of its U.S. regime-change operation in November 1963.
 Notice something else about the deal that Trump has presumably made with the CIA: The secrecy arrangement extends only to April.
 Ostensibly, the next six months are needed to carefully review the records to determine whether the records really to relate to “national security.” Regime Change: The JFK... Jacob Hornberger Check Amazon for Pricing.
 Not surprisingly, the mainstream media isn’t even questioning that ludicrous notion.
 For more than 50 years, the CIA has known why it has wanted those particular records to be kept secret.
 During the term of the Assassination Records Review Board in the 1990s, the CIA decided to keep these particular records secret for another 25 years.
 There are bound to be lots of CIA memoranda detailing why it was imperative to keep these particular records secret for as long as possible.
 Finally, the CIA made its request for secrecy to Trump at least several weeks ago.
 The notion that the CIA suddenly hit Trump yesterday with a new argument as to why “national security” would be threatened, after Trump had supposedly already rejected the arguments that had been presented to him, causing Trump to suddenly change his mind, is, well, laughable.
 So, why the April deadline?
 Why not extend the secrecy for another 25 years, which is undoubtedly what the CIA wanted?
 Because Trump obviously needed collateral to ensure that the CIA complied with its part of the deal.
 If Trump had extended the secrecy for 25 years, he would have lost leverage to ensure that the CIA complied with its part of the bargain.
 Let’s say, hypothetically, that I’m right: that the CIA agreed to use its assets in Congress to shut down the Russia investigation.
 To make certain that the CIA fulfills its part of the bargain, Trump would need the April deadline so that the threat of the records release would continue hanging over the CIA.
 If the CIA fails to fulfill its part of the bargain, Trump releases the records in April.
 If the CIA squelches the Russia investigations, Trump grants another extension of time in April.
 Let’s state the obvious: The CIA records that are still being suppressed have nothing to do with “national security.” They have everything to do with covering up the CIA’s role in the U.S. national-security regime-change operation that took place in Dallas in November 1963, which succeeded in ousting from power a president who was, in the eyes of the U.S. national-security establishment, engaged in actions The CIA, Terrorism, an... Jacob Hornberger Check Amazon for Pricing.
 that constituted a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world.
 In other words, unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy, the national security establishment did have motive, a powerful motive, the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time, such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba (who Kennedy admired), Fidel Castro, and Salvador Allende.
 For a more detailed analysis of motive, read FFF’s ebook JFK’s War with the National Security Establishment: Why Kennedy Was Assassinated by Douglas Horne, who served on the staff of the Assassination Records Review Board in the 1990s.
 Immediately upon the arrest of Lee Harvey Oswald, the official account was that this was just a lone nut, former U.S. Marine communist who decided, for no apparent reason, to assassinate Kennedy.
 One big problem is the official story, however, requires a suspension of logic and common sense.
 For anyone who has a mindset of conformity and deference to authority, that story makes sense because nothing is questioned or challenged.
 For anyone who has a critical, analytical, independent mindset, the official story is filled with holes.
 For example, how many communist Marines have you ever heard of?
 Why would a genuine communist join the Marines in the first place, especially since the Marines had just recently killed millions of North Korean communists?
 Why would a genuine communist join the Marines knowing that he could be called upon at any moment to go to Korea, Laos, Vietnam, Europe, or elsewhere to kill fellow communists?
 How many communists do you know who like to kill fellow communists?
 It gets better.
 CIA & JFK: The Secret ... Jefferson Morley Check Amazon for Pricing.
 After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.
 Think about Martin Luther King, John Walker Lindh, Edward Snowden, the U.S. Communist Party, or the Fair Play for Cuba Committee.
 Think about how the U.S. national-security establishment treats what it suspects are communists or traitors.
 It skewers them.
 Why, just look at how they call Julian Assange a traitor and he isn’t even an American.
 Recall the McCarthy hearings.
 Dalton Trumbo.
 The entire U.S. anti-communist crusade, including Vietnam, which more than 58,000 U.S. soldiers died killing communists.
 And they’re going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist skate blissfully across the Cold War stage of history with nary any abuse or harassment at all?
 Don’t make me laugh.
 Soon after the Warren Commission was established, Warren called a super-secret meeting of the commission to address information that had come into Warren’s possession.
 That information was that Oswald was actually working for U.S. intelligence.
 Yes, a spy, the type of people that work for the CIA.
 That would make sense, especially given that the Marine Corps is a prime recruiting place for the CIA.
 Semper fidelis!
 Now, suddenly, all the circumstantial evidence in the Kennedy assassination falls into place.
 It begins to make sense.
 The mosaic starts to be filled out: They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency.
 Unlike JFK, who had begun withdrawing troops from Vietnam, Johnson would The Man Who Killed Ken... Roger Stone Check Amazon for Pricing.
 protect national security by sending more troops to Vietnam.
 But to avoid detection, they needed a patsy, which is the term that Oswald used after his arrest.
 They needed to frame someone for the crime.
 And what better person to frame than a communist or an intelligence agent who the public would believe was a communist?
 Part of the scheme, obviously, would be to establish Oswald’s communist bona fides.
 That’s why he was sent to New Orleans, where, contradictorily, he would work for a right-wing business owner, work with a right-wing former FBI agent, and conduct a public protest in favor of Fidel Castro and Cuba.
 It was also why he was sent to Mexico City, where he would be ordered to visit the Cuban and Soviet Embassies, no doubt being told that he was being prepared for an important mission, maybe to enter Cuba to assassinate Castro.
 But no government operation ever goes perfectly.
 Things obviously went dreadfully wrong with the Mexico City operation because the investigation into it after the assassination was quickly shut down.
 Today, it remains shrouded in mystery.
 And guess what is included in the records that Trump has now agreed to continue suppressing.
 You guessed it!
 The CIA’s records relating to Mexico City!
 Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten “national security.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, the United States did not fall into the ocean or fall to the communists.
 And neither would it have done so if Trump had not granted the CIA’s request for a continued cover-up of what it did on November 22, 1963.
 Reprinted with permission from The Future of Freedom Foundation.
 The Best of Jacob G. Hornberger
 
","['Causal_Oversimplification\t11844\t11916\n', 'Name_Calling,Labeling\t2828\t2849\n', 'Loaded_Language\t5821\t5842\n', 'Name_Calling,Labeling\t8115\t8155\n', 'Thought-terminating_Cliches\t2456\t2470\n', 'Causal_Oversimplification\t6697\t6873\n', 'Appeal_to_fear-prejudice\t12381\t12476\n', 'Exaggeration,Minimisation\t12594\t12666\n', 'Causal_Oversimplification\t3958\t4069\n', 'Exaggeration,Minimisation\t7401\t7456\n', 'Doubt\t1364\t1449\n', 'Causal_Oversimplification\t3824\t3884\n', 'Exaggeration,Minimisation\t5040\t5084\n', 'Exaggeration,Minimisation\t761\t802\n', 'Name_Calling,Labeling\t1806\t1828\n', 'Exaggeration,Minimisation\t10112\t10206\n', 'Name_Calling,Labeling\t803\t833\n', 'Loaded_Language\t8276\t8312\n', 'Exaggeration,Minimisation\t2618\t2726\n', 'Thought-terminating_Cliches\t11964\t12008\n', 'Exaggeration,Minimisation\t2534\t2575\n', 'Causal_Oversimplification\t10802\t10973\n', 'Loaded_Language\t12178\t12198\n', 'Name_Calling,Labeling\t10090\t10111\n', 'Doubt\t10208\t10227\n', 'Red_Herring\t9331\t9373\n', 'Causal_Oversimplification\t7529\t7667\n', 'Loaded_Language\t2544\t2564\n', 'Exaggeration,Minimisation\t7193\t7229\n', 'Doubt\t8453\t8558\n', 'Causal_Oversimplification\t3251\t3424\n', 'Appeal_to_fear-prejudice\t2942\t2991\n', 'Loaded_Language\t5068\t5085\n', 'Flag-Waving\t9299\t9330\n', 'Red_Herring\t7727\t7748\n', 'Causal_Oversimplification\t2792\t2941\n', 'Loaded_Language\t12031\t12047\n', 'Loaded_Language\t9741\t9757\n', 'Loaded_Language\t3510\t3534\n', 'Causal_Oversimplification\t1829\t2010\n', 'Name_Calling,Labeling\t9425\t9434\n', 'Repetition\t2828\t2849\n', 'Appeal_to_fear-prejudice\t7193\t7359\n', 'Name_Calling,Labeling\t9780\t9814\n', 'Flag-Waving\t12381\t12476\n', 'Appeal_to_Authority\t7785\t7841\n', 'Exaggeration,Minimisation\t9471\t9502\n', 'Doubt\t2740\t2762\n']"
"UK Bans Free Speech Activists While Admitting Numerous Preachers Of Jihad Violence, Hatred & Sharia
 
 The banning of free speech activists Martin Sellner and Brittany Pettibone from the UK is just the latest of many, many examples of how the British government bans foes of jihad terror while admitting its proponents.
 Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad.
 According to Breitbart, “Sellner, who described the detention centre as looking akin to a typical American prison, said he was told by authorities that his speaking at Hyde Park could cause violence and disrupt community cohesion.”
 That’s just what they claimed about Pamela Geller and me: that our visit could cause violence and disrupt community cohesion.
 But we, of course, have never advocated or approved of any violence.
 The UK Home Office meant that our visit could cause violence from Muslims.
 They were bowing to jihadist intimidation.
 Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
 Syed Muzaffar Shah Qadri’s preaching of hatred and jihad violence was so hardline that he was banned from preaching in Pakistan, but the UK Home Office welcomed him into Britain.
 The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
 One – the easiest one maybe – chop their head off, that’s the easiest.
 Second – burn them to death.
 Third – throw ’em off a cliff.
 Fourth – tear down a wall on them so they die under that.
 Fifth – a combination of the above.”
 Theresa May’s relentlessly appeasement-minded government also admitted two jihad preachers who had praised the murderer of a foe of Pakistan’s blasphemy laws.
 One of them was welcomed by the Archbishop of Canterbury.
 Nor does the UK admit only preachers of jihad terror.
 It admits jihad terrorists as well, even when it knows they are jihad terrorists.
 The Muslim migrant teen who bombed the London Tube told border officials that he was trained by ISIS, but was admitted anyway.
 Meanwhile, the UK banned three bishops from areas of Iraq and Syria where Christians are persecuted from entering the country.
 Article posted with permission from Robert Spencer
 
","['Whataboutism\t241\t317\n', 'Black-and-White_Fallacy\t1379\t1670\n', 'Loaded_Language\t1119\t1157\n', 'Whataboutism\t0\t83\n', 'Appeal_to_Authority\t553\t662\n', 'Appeal_to_Authority\t665\t789\n', 'Loaded_Language\t1684\t1716\n', 'Whataboutism\t2150\t2277\n', 'Causal_Oversimplification\t935\t978\n', 'Appeal_to_fear-prejudice\t1444\t1667\n', 'Name_Calling,Labeling\t1684\t1726\n', 'Whataboutism\t978\t1092\n']"
"Гостомель, Буча. под Киевом слышны взрывы и звуки пролетающих вертолётов. Котики внимательно слушают)","['Obfuscation,Intentional_Vagueness,Confusion\t74\t101\n']"
"Час разговора Макрона с Лукашенко это заявка на восстановление многовекторности. Без многовекторности Лукашенко операция на Украине бы началась годами раньше. Помимо всех Авангардов и Кинжалов, белорусский плацдарм был ключом к возможности России вести боевые действия против Украины. И тандем Лукашенко - Макрон может этот плацдарм закрыть, как и сорвать дальнейшую интеграцию РБ в Россию, которая после 2020 фактически и так не ведётся. Единственная надежда на то, что Лукашенко испугается шоу на Украине и поймёт, что его ждёт в случае предательства. Но на это надеяться не стоит, потому что Лукашенко прикрыт от российского вторжения фейковым статусом союзника — Кремль просто побоится показать, что у него союзников вообще нет. Дзяніс Мельянцоў из Мiнскага Дыялёга уже отметил, что часовой разговор с Макроном это Ренессанс Восточной политики Евросоюза и новый разворот Беларуси на Запад по образцу 2010-20. Администрации Путина следует срочно заблокировать поползновения Лукашенко на Запад, если конечно не хочется развала всего геополитического фронта.","['Name_Calling,Labeling\t638\t664\n']"
"Эрдоган в беседе с Зеленским заявил, что Турция прилагает усилия для скорейшего прекращения огня",[]
"Kate Steinle's death at the hands of a Mexican national became a flashpoint in the immigration debate — here's the story behind her killing
 
 The surprise acquittal of Jose Ines Garcia Zarate in the shooting death of San Francisco woman Kate Steinle set off a firestorm of outrage Thursday night, as top conservatives and critics of so-called ""sanctuary cities"" pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies.
 
 Garcia Zarate, a 45-year-old Mexican national who was homeless and living in the US illegally when he fired the shot that killed Steinle, was acquitted by a jury on murder and manslaughter charges.
 The jury convicted him of the lesser charge of being a felon in possession of a gun, which carries a maximum sentence of three years in state prison.
 
 Steinle, 32, was fatally shot while she walked along Pier 14 of the San Francisco Bay with her father in July 2015.
 The bullet that pierced her back had ricocheted off the concrete ground after it was fired by Garcia Zarate from a handgun belonging to a federal ranger that had been stolen four days earlier.
 
 Garcia Zarate's defense attorneys argued that the shooting was an accident — they said he found the gun wrapped in a T-shirt or cloth under a pier bench and unintentionally discharged it.
 Lead attorney Matt Gonzalez has argued that the weapon was a SIG Sauer with a ""hair trigger in single-action mode"" — a model well-known for accidental discharges even among experienced shooters.
 Gonzalez told the jury, according to the San Francisco Chronicle, that Garcia Zarate had never handled a firearm before, was frightened by the noise of the gunshot, then flung the weapon into the bay where it was later found by a diver.
 
 Prosecutors, however, alleged that Garcia Zarate brought the weapon to the pier deliberately to do harm, and intentionally aimed and shot Steinle after firmly pulling the trigger.
 They said Garcia Zarate then threw the weapon into the bay and fled the scene.
 
 Beyond the shooting itself, perhaps the most controversial aspect of Garcia Zarate's case involves his previous criminal activity and history of deportations, and how San Francisco and federal authorities handled his custody before he ever picked up the gun and shot Steinle.
 At the time of Steinle's death, Garcia Zarate had been convicted of nonviolent drug crimes and deported five times since the early 1990s.
 
 He faced a sixth deportation in 2015, and was in Justice Department (DOJ) custody that March after serving 46 months in prison for a felony re-entry into the US, but instead of transferring him into the custody of Immigration and Customs Enforcement (ICE) for deportation, the department transferred him to the San Francisco County Jail for prosecution of a 1995 marijuana charge.
 
 San Francisco prosecutors, who had long ago deprioritized marijuana charges, dismissed the decades-old charge and released Garcia Zarate on April 15, 2015.
 Due to San Francisco's policy of limiting cooperation with federal immigration authorities — which some refer to as a ""sanctuary"" policy — the city did not inform ICE when they released Garcia Zarate.
 
 As a result of the case, both the DOJ and the city of San Francisco have changed several policies.
 The DOJ announced in 2016 it would no longer release potentially deportable detainees to local jails without first allowing ICE to take custody.
 San Francisco, meanwhile, has adjusted its policy to notify ICE if they are releasing suspected undocumented immigrants who face charges of serious or violent felonies.
 
 ""This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"" ICE Director Thomas Homan said in a statement on Thursday.
 ""It is unconscionable that politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.""
 
 But ICE has faced criticism of its own over not seeking a judicial warrant to legally obtain custody of Garcia Zarate when it discovered he had been transferred into San Francisco's custody.
 The agency has argued that obtaining judicial warrants are unnecessary and would place too much burden on ICE officials and federal courts.
 
 Though the agency did issue a request to the city to detain Garcia Zarate until ICE officials could pick him up, their detainer requests are not signed by a judge and are therefore not legally binding.
 San Francisco's policy is to ignore such requests if they are not accompanied by judge-signed warrants, and the city has cited federal court cases concluding that such detentions violate inmates' Fourth Amendment rights.
 
 Garcia Zarate's deportation and criminal history made him an effective target for immigration hardliners, who argued that Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails.
 President Donald Trump immediately seized on the verdict on Thursday as evidence of the perils of ""Illegal Immigration.""
 Trump frequently villainized Garcia Zarate and cited Steinle's death during his presidential campaign, using the case to bolster his argument for a border wall and aid his crusade against ""sanctuary cities.""
 
 Early on Friday, Trump also falsely claimed on Twitter that Garcia Zarate had previously committed violent crimes and had illegally entered the US six times due to lax border security under the Obama administration.
 
 ""The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court.
 His exoneration is a complete travesty of justice.
 BUILD THE WALL!""
 Trump tweeted.
 
 In fact, Garcia Zarate had never been convicted of a violent crime before Steinle's shooting — his previous convictions were for nonviolent drug crimes and illegal entry.
 Lax border security, too, does not appear to be a factor since Garcia Zarate was caught by border patrol agents each time he entered the country under the Obama administration.
 
 In contrast, Steinle's family has expressed nuanced views on immigration and ""sanctuary"" policies.
 They have both condemned Trump for ""sensationalizing"" Steinle's death to advance anti-immigration policies, and expressed frustration with San Francisco officials, who they believe went too far in refusing to cooperate with federal immigration authorities.
 
 
 
","['Loaded_Language\t3658\t3664\n', 'Loaded_Language\t1396\t1430\n', 'Causal_Oversimplification\t4865\t5007\n', 'Loaded_Language\t5743\t5774\n', 'Causal_Oversimplification\t361\t469\n', 'Whataboutism\t3828\t3985\n', 'Slogans\t5775\t5791\n', 'Name_Calling,Labeling\t3082\t3099\n', 'Name_Calling,Labeling\t5556\t5580\n', 'Loaded_Language\t259\t280\n', 'Causal_Oversimplification\t3580\t3741\n']"
"Лукашенко в беседе с Макроном заявил, что не только о ядерном - и об обычном оружии на территории Беларуси речи быть не может .",['Appeal_to_Authority\t0\t9\n']
"В Кремле, похоже, вспомнили недавние слова Кадырова, который рвался «решить вопрос Украины» и «присоединить её к Чечне» на фоне приезда в республику Мицаевой. Ну а что, зря, что ли, предлагал? Теперь чеченских добровольцев отправили отдуваться вместе с ВС РФ в «самых горячих точках на Украине», как их обозначил господин Дудаев и сам глава Чечни. Сколько именно чеченцев сейчас находится там, не уточняется. А вот где сам Кадыров - секрет. Такую конфиденциальную военную информацию разглашать нельзя, утверждает Рамзан Ахматович. В последний раз глава Чечни отметился в Грозном на параде из 12 тысяч силовиков, прямо перед объявлением Дудаева об участии чеченских бойцов в украинской операции. Что ж, секрет так секрет. #внешняя_политика","['Loaded_Language\t695\t700\n', 'Obfuscation,Intentional_Vagueness,Confusion\t702\t719\n', 'Exaggeration,Minimisation\t612\t623\n', 'Exaggeration,Minimisation\t672\t693\n', 'Loaded_Language\t159\t167\n', 'Loaded_Language\t233\t243\n', 'Loaded_Language\t433\t439\n', 'Loaded_Language\t559\t568\n', 'Loaded_Language\t169\t180\n', 'Loaded_Language\t61\t67\n', 'Exaggeration,Minimisation\t210\t243\n', 'Slogans\t69\t90\n']"
