Content,manipulations
"Cardinal Müller: Blessing homosexual couples would be an ‘atrocity’

NewsCatholic Church
BRATISLAVA, Slovakia, February 13, 2018 (LifeSiteNews) – Former Vatican doctrine chief Cardinal Gerhard Ludwig Müller has decried the Church's current adaptation to the modern world and rejected the idea of blessing homosexual couples.
The remarks, made in a February 6 talk in Slovakia, indirectly respond to new initiatives coming from Germany, especially from Cardinal Reinhard Marx and Bishop Franz-Josef Bode.
Cardinal Müller, former Prefect of the Congregation for the Doctrine of the Faith, spoke at a conference on John Paul II's encyclical Veritatis Splendor at the Comenius University in Bratislava, organized by the Slovakian Bishops' Conference.
In remarks after his address, reported by the German Catholic newspaper Die Tagespost, the cardinal made it clear what he thinks about the recently presented German idea of blessing homosexual unions, even if only in individual cases: “If a priest blesses a homosexual couple, then this is an atrocity at a holy site, namely, to approve of something that God does not approve of.”
According to the Tagespost report, Cardinal Müller said in his address that he regrets the separation of the Church's doctrinal and moral teaching and called Christianity a “theocentric humanism.” He said the “submissive change of the Church into a NGO for the embetterment of the this-worldly life conditions” is a “suicidal modernization” that denies mankind the Truth of God.
In this context, the German cardinal also criticized Martin Luther's own denial of man's free will and his teaching about the total depravity of man that separates morality from the relationship with God.
Morality, Müller explained, is rooted in Grace; that is why any teaching about “rules and exceptions” ignores the character of the ethics of the Covenant and of Grace.
In the discussion following his talk, Cardinal Müller also responded to questions concerning Pope Francis' post-synodal exhortation, Amoris Laetitia.
The cardinal said that he is “not happy” about the fact that there are different interpretations of this papal text by some bishops' conferences.
“In dogmatic questions, there cannot be a plurality,” he added.
There is only one Magisterium, he said, and bishops' conferences can only decide about pastoral questions.
Contradictory conceptions concerning the Sacraments, said the cardinal, lead into chaotic conditions.
Thus, explained the cardinal, the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them.
The controversial eighth chapter of Amoris Laetitia has to be understood “in an orthodox way,” namely that “he who lives in the state of mortal sin cannot receive Holy Communion.” It is, in Müller's eyes, the pope's duty “to unite the Church, that is what the pope is there for.” This is what he, Müller, himself told the pope: when the bishops' conferences present different interpretations of Amoris Laetitia, the Church enters “into a situation like the one before the Reformation.”
Archbishop Stanislav Zvolensy, President of the Slovakian Bishops' Conference and archbishop of Bratislava, told Die Tagespost that Veritatis Splendor is not only still valid, but shows timeless truths.
Promulgated 25 years ago, the encyclical rejects authoritatively the theory of situation ethics, a theory that seems to be getting again much attention in our time, for example by theologians such as Professor Maurizio Chiodi.
Professor Livio Melina, the former President of the Pontifical John Paul II Institute for Studies on Marriage and the Family, was another speaker at the February 6 conference.
He stressed that Amoris Laetitia has to be “read in the context of the magisterial instructions of the encyclical Veritatis Splendor, which recalls the connection between conscience and truth, as well as the necessity of a well-formed conscience.” In returning to that encyclical, explained the Italian professor and theologian, Amoris Laetitia could be given a hermeneutic in light of a “continuity with the Magisterium of the Church.” He also said: “The Commandments are an expression of the Love of God for us.
If we fulfill them, we are united with God.”

","Black-and-White_Fallacy	2240	2346
Name_Calling,Labeling	1302	1322
Black-and-White_Fallacy	2682	2753
Appeal_to_Authority	2479	2573
Black-and-White_Fallacy	983	1128
Loaded_Language	1029	1064
Black-and-White_Fallacy	2177	2229
Loaded_Language	1338	1506
Loaded_Language	45	68
Name_Calling,Labeling	1445	1467
Black-and-White_Fallacy	4118	4225
Appeal_to_Authority	834	846
"
Комитет министров Совета Европы принял решение исключить Россию из организации  — МИД Италии,
❗️ ⚡️ Россия обеспечит демилитаризацию Украины - Лавров ? ? ?,"Appeal_to_Authority	49	55
Exaggeration,Minimisation	23	38
"
"Лавров на переговорах с представителями ДНР и ЛНР обсудит открытие посольств республик в Москве и российских дипмиссий в Донецке и Луганске, сообщили в МИД РФ.","Appeal_to_Authority	141	158
Obfuscation,Intentional_Vagueness,Confusion	98	118
Thought-terminating_Cliches	58	86
"
БМД-4М движутся по трассе на Мариуполь,
"В Росавиации  сообщили , что с сегодняшнего дня Россия ограничивает использование своего неба для британских самолетов, включая транзит, в ответ на санкции Лондона против «Аэрофлота» (компании запретили летать на территорию королевства). В то же время, Грузия не присоединится к финансовым и экономическим санкциям Запада против России, об этом заявил премьер-министр страны Ираклий Гарибашвили. На фоне продолжающихся боевых действий Украина начала готовиться к переговорам с Россией о нейтральном статусе. Об этом сообщается в Telegram-канале информагентства УНИАН со ссылкой на советника главы офиса украинского президента Михаила Подоляка. По его словам, сначала Киеву надо получить гарантии безопасности. «Эти боевые действия нужно прекращать», — заявил Подоляк. Стороны к диалогу призвала даже запрещенная в России организация Талибан – заявление МИД Афганистана цитирует РИА «Новости». Следим за событиями в онлайн-трансляции «Газеты.Ru». @gazetaru","Straw_Men	396	506
"
"⚡️ Минобороны РФ сообщило, что выведено из строя 11 военных аэродромов Украины","Appeal_to_Authority	3	25
"
Судя по ускорению событий на фронте в ближайшие 24 часа мы увидим образование первых котлов.,
"С уважение отношусь к Лобаеву, но Владислав, если у вас есть вопросы к «прославленным» корреспондентам ВГТРК, обращайтесь. Тем более, уверен, знаете как выйти на связь) Растолкую все. А публичную истерику прекратите. Я же вас не учу делать винтовки. https://t.me/lobaev_vlad/1658","Loaded_Language	71	86
Loaded_Language	186	204
"
"Homeschooling Protects Children from Violence and Marxism

The February mass shooting at a high school in Parkland, Florida prompted many parents to consider homeschooling.
This is hardly surprising, as the misnamed federal “Gun-Free Schools” law leaves schoolchildren defenseless against mass shooters.
Removing one’s children from government schools seems a rational response to school shootings.
School shootings are not the only form of violence causing more parents to consider homeschooling.
Many potential homeschooling parents are concerned about the failure of school administrators to effectively protect children from bullying by other students.
Of course, many parents choose homeschooling as a means of protecting their children from federal education “reforms” such as Common Core.
Other parents are motivated by a desire to protect their children from the cultural Marxism that has infiltrated many schools.
take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?
Whom do you consider to be the most corrupt Democrat Politician?
Whom do you consider to be the most corrupt Democrat Politician?
* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
Email *
Phone This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
The spread of cultural Marxism has contributed to the dumbing down of public education.
Too many government schools are more concerned with promoting political correctness than ensuring that students receive a good education.
Even if cultural Marxism did not dumb down education, concerns that government schools are indoctrinating children with beliefs that conflict with parents’ political, social, and even religious beliefs would motivate many families to homeschool.
Even when government schools are not intentionally promoting cultural Marxism or other left-wing ideologies, they are still implicitly biased toward big government.
For example, how many government schools teach the Austrian economics explanation for the Great Depression — much less question the wisdom of central banking — or critically examine the justifications for America’s hyper-interventionist foreign policy?
Parents interested in providing their children with a quality education emphasizing the ideas of liberty should consider looking into my homeschooling curriculum.
The Ron Paul Curriculum provides students with a well-rounded education that includes rigorous programs in history, mathematics, and the physical and natural sciences.
The curriculum also provides instruction in personal finance.
Students can develop superior oral and verbal communication skills via intensive writing and public speaking courses.
Another feature of my curriculum is that it provides students the opportunity to create and run their own internet businesses.
The government and history sections of the curriculum emphasize Austrian economics, libertarian political theory, and the history of liberty.
However, unlike government schools, my curriculum never puts ideological indoctrination ahead of education.
While government schools — and even many private schools — pretend religion played no significant role in history, my curriculum addresses the crucial role religion played in the development of Western civilization.
However, the materials are drafted in such a way that any Christian, Jewish, Muslim, or atheist parent can feel comfortable using the curriculum.
Interactive forums allow students to engage with and learn from each other.
The forums ensure students are actively engaged in their education as well as give them an opportunity to interact with their peers outside of a formal setting.
Concern about the safety of students in government-run schools is one reason many parents are considering homeschooling, but it is not the only reason.
Many parents are motivated by a desire to give their children something better than a curriculum that has been dumbed down by federal initiatives like Common Core.
Other parents do not wish to have their children indoctrinated with views that contradict the parents’ political, social, or even religious beliefs.
I encourage all parents looking at alternatives to government schools —alternatives that provide children with a well-rounded education that introduces them to the history and ideas of liberty — to go to RonPaulCurriculum.com for more information about my homeschooling program.
Article posted with permission from Ron Paul

","Repetition	2556	2569
Repetition	839	846
Repetition	1788	1797
Repetition	3235	3248
Name_Calling,Labeling	203	246
Repetition	2949	2962
Repetition	158	171
Repetition	483	496
Loaded_Language	1583	1595
Loaded_Language	37	45
Slogans	225	241
Loaded_Language	72	85
Loaded_Language	269	280
Repetition	4484	4506
Repetition	3422	3435
Repetition	607	614
Loaded_Language	3450	3457
Repetition	2631	2653
Repetition	688	701
Repetition	4627	4640
Repetition	4012	4025
Repetition	513	526
Repetition	1989	1999
Repetition	716	726
"
"National Data | May Jobs: We Unveil The New VDAWDI | Articles

A rough patch—or a double-dip recession?
Economists are increasingly befuddled at what awaits the once-great U.S. economy.
And Wall Street is plainly beginning to panic.
Unemployment is a case in point.
It now seems obvious that one of those mysterious memos has gone out to the Main Stream Media saying that no-one can mention the immigration moratorium solution.
But unemployment is befuddling anyway.
Just a few weeks ago professional prognosticators were expecting job growth of 175,000 in May.
However, nonfarm payroll growth came in at 54,000 in May, the smallest gain since September, and a fraction of the just lowered consensus forecast (125,000 jobs.)
The ""other"" employment survey, of households rather than businesses, also broadcast mixed signals—at least so far as the prospects for native-born workers are concerned.
VDARE.com has long argued that the household survey captures the employment of illegal aliens; additionally, it actually mentions ethnicity.
In May, according to the Household Survey, total employment rose by 105,000.
Non-Hispanics actually gained ground:
Total employment: up 105,000 (+0.08 percent)
Non-Hispanic employment: up 190,000 (+0.16 percent)
Hispanic employment: down 85,000 (-0.42 percent)
Thus VDAWDI—VDARE.com's American Worker Displacement Index, unveiled in 2004 and still unique—fell to 126.2 in May from April's 127.0 level.
This, of course, is atypical statistical noise.
Non-Hispanics have lost jobs at twice the rate of Hispanics since the recession hit in December 2007.
And since the official start of the ""recovery"" in June 2009, Hispanics have gained 416,000 jobs while non-Hispanics have lost 675,000 positions.
Step back further and the picture is still bleaker.
Since January 2001 the number of non-Hispanics holding jobs has declined by 1.9 million, or by -1.6%.
Over that same period Hispanic employment rose by 3.9 million, up a whopping 24.2%.
Simply put, the 21st century has not been good for non-Hispanic job seekers.
This Hispanic/non-Hispanic divide was, of course, a convenient proxy for VDARE.com's primary interest: foreign-born workers and their role in displacing their native-born counterparts.
We tracked this by looking at Hispanics because such a high proportion of them are foreign-born—and because the federal government declined to provide data on immigrant vs. non-immigrant unemployment.
However, since January 2010, the Bureau of Labor Statistics [BLS] has begun to publish figures for foreign-born and native-born employment.
These data are not seasonally adjusted, making month to month trends difficult to interpret.
BLS resolves the dilemma by comparing the current month with the same month of the prior year:
By this measure also, May 2011 is notable for some catching up on the part of native-born workers—at least when compared to the same month of 2010:
Employment Status by Nativity, May 2010-May 2011 (numbers in 1000s; not seasonally adjusted) May-10 May-11 Change % Change Foreign born, 16 years and older Civilian population 35,647 36,348 701 2.0% Civilian labor force 24,210 24,253 43 0.2% Participation rate (%) 67.9% 66.7% -1.2%pt.
-1.8% Employed 22,125 22,216 91 0.4% Employment/population % 62.1% 61.1% -1.0%pt.
-1.6% Unemployed 2,085 2,037 -48 -2.3% Unemployment rate (%) 8.6% 8.4% -0.2%pt.
-2.3% Not in labor force 11,437 12,095 658 5.8% Native born, 16 years and older Civilian population 201,852 202,965 1,113 0.6% Civilian labor force 129,656 129,196 -460 -0.4% Participation rate (%) 64.2% 63.7% -0.5%pt.
-0.8% Employed 117,372 117,812 440 0.4% Employment/population % 58.1% 58.0% -0.1%pt.
-0.2% Unemployed 12,284 11,384 -900 -7.3% Unemployment rate (%) 9.5% 8.8% -0.7%pt.
-7.4% Not in labor force 72,196 73,769 1,573 2.2% Source: BLS, ""The Employment Situation - May 2011,"" June 3, 2011.
Table A-7.
PDF
Thus over the past 12 months:
Immigrants and native-born Americans both experienced the same 0.4% job growth, with 440,000 more natives and 91,000 more immigrants at work.
A TIE .
The immigrant unemployment rate fell by 0.2 points; the native-born rate fell by 0.7 points.
ADVANTAGE NATIVE-BORN.
The share of immigrants holding jobs fell by 1.6%; the share of natives holding jobs fell by 0.2%.
ADVANTAGE NATIVE-BORN .
Labor force participation rates fell by 1.2% points for immigrants and 0.8% points for natives.
ADVANTAGE NATIVE-BORN .
The immigrant population of working age increased by 2.0%; the comparable native population grew by 0.6%.
ADVANTAGE IMMIGRANTS
By an amazing coincidence, January 2009—the month President Obama took office—is also the earliest month of data published in BLS's new foreign and native-born employment table.
Coincidence or not, this means we can piece together the monthly points to see the President's priorities, or at least his practical effect.
Setting the job count at 100.0 for both native-born and immigrants in January 2009, immigrant employment ticked up to 102.9 in May—am increase of 2.9%.
Native employment ticked down to 97.5—a 2.5% decline.
We label this ""The New VDAWDI"".
From January 2009 through May 2011 the New VDAWDI, calculated using foreign-born and native-born employment figures, grew by 5.5%.
By comparison VDAWDI, calculated using Hispanic and non-Hispanic employment figures, rose by 3.3% over the same period.
As we've found before, our older measure of American Worker Displacement understated the problem.
In all but a few months of the Obama Administration, native-born workers have lost ground to immigrants
Time is running out for native-born workers—a.k.a.
Americans.
Can the same be said for the Obama Administration?

","Loaded_Language	119	142
Doubt	5614	5663
Loaded_Language	4149	4170
Causal_Oversimplification	1971	2046
Loaded_Language	4048	4054
Loaded_Language	305	322
Loaded_Language	4521	4541
Loaded_Language	4271	4293
Loaded_Language	1755	1783
Loaded_Language	4391	4413
Thought-terminating_Cliches	5552	5571
Repetition	4391	4413
"
"Свинособаки принялись за старое. За 8 лет ничего не изменилось. Ночью над Киевом работала наша авиация, ПВО укрорейха отработала по нашему самолёту, но что-то пошло не так, то ли от того что шаровары свинособаки были мокрые и он испугался, то ли совковая ракета от старости подвела. Запуск совершался ракетой ЗРК Бук. https://t.me/ToBeOr_Official/6122","Loaded_Language	246	261
Causal_Oversimplification	33	62
Causal_Oversimplification	152	171
Thought-terminating_Cliches	33	62
Name_Calling,Labeling	0	11
Obfuscation,Intentional_Vagueness,Confusion	0	31
Loaded_Language	191	223
Name_Calling,Labeling	200	211
Name_Calling,Labeling	108	117
"
"UK: Labour MP Cites Ban of Robert Spencer & Pamela Geller in Calling for Trump to be Banned from Country

The brouhaha over President Trump’s retweets of videos depicting Muslims being violent continues in the UK, and is yet another manifestation of the general tendency to blame those who call attention to jihad atrocities rather than to focus upon the jihad atrocities themselves.
Trump himself said it best, tweeting yesterday evening:”.
@ Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.
We are doing just fine!”
.
@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.
We are doing just fine!
— Donald J. Trump (@realDonaldTrump) November 30, 2017
I’m not sure we’re doing just fine, but Trump is right that the real problem is jihad terror and Sharia supremacism, and British authorities want to ignore that and shoot the messenger.
And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”
For Chris Bryant, apparently “fascism” means “defense of Britain and its values against jihad terror.”
Bryant “cited the cases of two US far-right bloggers, Robert Spencer and Pamela Geller , who were banned by May in 2013 from entering the UK to take part in English Defence League rallies, as precedents for taking action against Trump.”
Why are we “far right”?
Everything we do is in defense of the freedom of speech and equality of rights of all people before the law.
That’s “far right”?
In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”
That’s a demonstrably true statement.
Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.
Syed Muzaffar Shah Qadri’s preaching of hatred and jihad violence was so hardline that he was banned from preaching in Pakistan, but the UK Home Office welcomed him into Britain.
The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”
May’s government admitted two jihad preachers who had praised the murderer of a foe of Pakistan’s blasphemy laws.
One of them was welcomed by the Archbishop of Canterbury.
Meanwhile, the UK banned three bishops from areas of Iraq and Syria where Christians are persecuted from entering the country.
Chris Bryant had nothing to say about any of those jihad preachers entering Britain with no problem.
“UK ambassador conveys concerns over Trump retweet to White House,” by Rowena Mason, Guardian, November 30, 2017:
…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.
Bryant, a former Foreign Office minister, said the prime minister should issue a prohibition order against the president like those that apply to other far right figures from the US.
He cited the cases of two US far right bloggers, Robert Spencer and Pamela Geller, who were banned by May in 2013 from entering the UK to take part in English Defence League rallies, as precedents for taking action against Trump.
In a letter to May, he said: “I am writing to you to ask you and the home secretary to take immediate action to ban the president of the United States, Donald Trump, from entering the United Kingdom, due to his apparent support for far-right groups in this country.
“In retweeting Jayda Fransen’s posts, it is absolutely clear to me that President Trump is supporting and condoning fascism and far-right activity.
This activity has frequently taken the form of violence on our streets.
Ms Fransen herself has a long history of racism and Islamophobia, some of it criminal.
Many of the people you have rightly banned from entering the UK were guilty of less than this.”…
Article posted with permission from Robert Spencer

","Thought-terminating_Cliches	575	600
Appeal_to_fear-prejudice	1882	1969
Whataboutism	616	733
Reductio_ad_hitlerum	3303	3460
Loaded_Language	489	527
Appeal_to_fear-prejudice	2409	2697
Whataboutism	457	574
Flag-Waving	1329	1362
Loaded_Language	2754	2813
Doubt	813	847
Appeal_to_fear-prejudice	1095	1252
Black-and-White_Fallacy	2407	2700
Appeal_to_fear-prejudice	3303	3460
Reductio_ad_hitlerum	1095	1252
Causal_Oversimplification	934	998
Thought-terminating_Cliches	734	757
"
"Обстановка в Киеве: жители покидают город, на въезде стоят блок-посты. Обменники не работают, многие магазины закрыты. © ТАСС",
"Российская делегация прибыла в Белоруссию на переговоры с украинцами, заявил Песков. Переговорной площадкой выбран Гомель. В делегацию вошли представители МИД, Минобороны, других ведомств РФ, включая администрацию президента. Теперь Москва ждет украинцев.","Appeal_to_Authority	70	83
"
"?? ?? Третий день Z: обстановка на 10.30 ? Под Киевом ситуация странная. Начиная с пяти утра расходились новости про высадку десанта под Васильковым . Минобороны Украины то один Ил-76 сбило, то три, то снова один — и тот частично. Единственное видео, свидетельствующее о боях, есть вот тут . По непроверенной информации, ситуация с Васильковым аналогична ситуации с Гостомелем 24го числа: закрепились, держат оборону, ждут деблокации. Как только подойдут другие силы и замкнется кольцо полуокружения, путь на Запад и Юг будут потеряны. Под Броварами тихо, поступала информация о захвате ТЭЦ-6 российскими войсками на северо-востоке, но без подтверждения. В жилой дом в Жулянах на юго-западе Киева попала украинская зенитная управляемая ракета. ? Под Харьковом идут бои. Группировки из Сум пробиться через Ахтырку не смогла, город в окружение так и не взят. Обстрелы и удары наносятся на северо-востоке, востоке и юго-востоке. Основные усилия были сосредоточены в промзоне. В самих Сумах и Чернигове активных боевых действий нет. Города под контролем ВСУ. ?  Херсон под контролем ВСУ. Никто его так и не взял штурмом. Бои идут на северном берегу Днепра. С Мелитополем ситуация тоже странная: по заявления Минобороны России город под полным контролем ВС РФ. По факту, местные до сих пор сообщают о боях и обороняющихся ВСУшниках. На Запорожье никто так и не пошёл. В Николаеве  вроде как была предпринята невразумительная попытка штурма после уничтожения ключевой инфраструктуры. ? Крайне успешно развивается наступление со стороны ЛНР и ДНР. Взяты Бахмутовка и Гречишкино , готовятся к штурму Северодонецка . Группировка со стороны ДНР взяла Павлополь — до Мариуполя осталось 15 километров. Информационные органы Украины на фронте с ДНР и ЛНР практические не работают. ? Бесконтрольная выдача оружия и общая истерия привела к массовой гибели мирного населения. Под предлогом борьбы с «диверсантами» в Киеве, на дорогах Западной Украины, на юге задерживают (в лучшем случае) и расстреливают (в худшем) мирное население. В самом Киеве началось мародерство и стычки, которые списывают на российские ДРГ. ? Россия с оглушительным треском проигрывает информационную войну . К третьему дню Z это стало ясно. Единственное, кого видно и о чьём участии говорят из всех орудий — это чеченцы. Их запомнят. А с русскими запомнят только одно — кадры пленных (как фейковых, так и реальных), так и фото разбитых колонн. #Россия  #Украина @rybar","Loaded_Language	151	229
Appeal_to_fear-prejudice	435	534
Loaded_Language	1403	1434
Exaggeration,Minimisation	1732	1741
Appeal_to_fear-prejudice	697	742
Exaggeration,Minimisation	1530	1539
Exaggeration,Minimisation	13	19
Exaggeration,Minimisation	1608	1634
Exaggeration,Minimisation	1690	1766
Appeal_to_fear-prejudice	1770	1858
Exaggeration,Minimisation	1770	1798
Name_Calling,Labeling	1317	1326
Appeal_to_fear-prejudice	2018	2098
Loaded_Language	2228	2265
Appeal_to_fear-prejudice	1975	2016
Loaded_Language	1801	1814
Exaggeration,Minimisation	2179	2184
Exaggeration,Minimisation	1480	1540
"
"NASA captures farthest ever image from Earth

© Press Release The historic photograph taken by the New Horizons spacecraft.
Pic: NASA
NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.
New Horizons flew past Pluto in July 2015, taking pictures which revealed an even more diverse landscape than scientists had previously imagined.
After the fly-by, the spacecraft continued into the Kuiper Belt - similar to the asteroid belt but further out from the Sun and composed of dwarf planets and frozen ice, rather than rocky bodies.
Now, using its Long Range Reconnaissance Imager (LORRI), the spacecraft has photographed several Kuiper Belt objects (KBOs) and dwarf planets at unique angles.
© Other A zoomed-in version of the 'Pale Blue Dot' image
The false-colour images released by NASA are the farthest from Earth ever captured by a spacecraft, and are also the closest-ever images of Kuiper Belt objects.
New Horizons was even further away from Earth than the Voyager 1 space probe when it turned towards the Earth on 14 February 1990 and took a picture of a tiny dot.
In 1994, US astronomer Carl Sagan reflected on the significance of the photograph to an audience at Cornell University, famously coining its name as the ""Pale Blue Dot"", and giving one of the most widely published speeches of all time.
© Getty Carl Sagan and the 'Pale Blue Dot' photograph
New Horizons is only the fifth man-made spacecraft to ever travel beyond the outer planets, and many of its activities are setting distance records, according to NASA.
In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.
""That New Year's flight past MU69 will be the farthest planetary encounter in history, happening one billion miles beyond the Pluto system - which New Horizons famously explored in July 2015,"" said NASA.
Fortunately, the spacecraft is healthy and functioning properly, although it is currently in hibernation.
The mission controllers at the Johns Hopkins Applied Physics Laboratory in Laurel, Maryland, will bring the spacecraft out of its electronic slumber in June to begin a series of system checkouts and other activities to prepare it for the next record-breaking encounter.

","Exaggeration,Minimisation	1652	1701
Loaded_Language	154	170
Exaggeration,Minimisation	14	34
Exaggeration,Minimisation	1845	1888
Name_Calling,Labeling	1303	1321
Exaggeration,Minimisation	2347	2381
Loaded_Language	2356	2372
Repetition	2356	2371
Name_Calling,Labeling	1413	1431
"
"❗️ Военкор Анна Долгарева рассказывает подробности захвата поселка Трехизбенка в Луганской области — теперь уже Луганской народной республике. «Трёхизбенку взял без потерь и джавелины», — кратко написал мне вчера командир 16-го батальона территориальной обороны ЛНР «Питер». Трёхизбенка — село в Луганской области недалеко от Бахмутской трассы, на берегу Северского Донца, который контролировался ВСУ. «Теперь там плацдарм и можно восстановить мост, взорванный в 2014-м. И перебросить технику», — прокомментировал другой луганский военнослужащий. Особенность военной операции в ЛНР в том, что она происходит силами, собственно, ЛНР. Мощь российской армии сосредоточена на других украинских городах, а здесь... ну, вы же воевали восемь лет сами? Ну и воюйте дальше. По крайней мере, не будем мешать и запрещать стрелять, - так, видимо, рассудили в штабах. Поэтому Трехизбенку брал 16-й батальон и линейные подразделения. Конкретно Питер штурмовал мост, ведущий к поселку.  На фото – то, что сняли с трупов солдат ВСУ","Doubt	827	833
Appeal_to_Authority	3	38
Exaggeration,Minimisation	559	575
Exaggeration,Minimisation	608	631
Appeal_to_Authority	497	546
Exaggeration,Minimisation	576	581
Exaggeration,Minimisation	633	654
Appeal_to_Authority	195	265
Exaggeration,Minimisation	720	743
Exaggeration,Minimisation	101	141
Obfuscation,Intentional_Vagueness,Confusion	745	763
"
"Посольство США удалило с сайта информацию об открытии биологической лаборатории на Украине: Агентство по сокращению военной угрозы минобороны США (DTRA) в октябре 2021 года опубликовало на сайте американских госзакупок допсоглашение о «борьбе с особо опасными патогенами». Документ касается завершающего этапа работ по запуску двух биолабораторий – в Киеве и Одессе. В нём идёт речь об оснащении, тренинге персонала и вводе объектов в эксплуатацию. Стоимость работ составляет 3,6 млн долларов, впрочем ряд цифр в документе скрыт из соображений секретности. Также сообщается о более чем 90-процентной готовности лабораторий и семимесячной задержке завершения проекта (мы выделили красным) – от даты подписания документа (июль 2021 года) до конца февраля 2022-го.","Appeal_to_Authority	557	573
Exaggeration,Minimisation	80	90
"
⚡️ ?? ?? Состоялся телефонный разговор Пашинянa с Владимиром Путиным @CONQUEROR95,"Loaded_Language	0	2
"
"Puerto Rico Hurricane Recovery Worsened By Nearly 1 Million Homes Built Illegally

After Hurricane Maria barreled through Puerto Rico in September 2017, it left hundreds of thousands of people displaced and 80 to 90 percent of homes destroyed in some communities.
But even before the hurricane, housing in the U.S. territory—where 43.5 percent of people live below the poverty line—was in crisis, and many homes on the island were built with salvaged fixtures and without permits, insurance or inspections.
Government officials say about half of the housing in Puerto Rico was built illegally and without a permit, The Miami Herald reported Wednesday, which could amount to as many as 1 million homes.
Puerto Rico's housing secretary, Fernando Gil, says the number of homes destroyed by the hurricane totals about 70,000 so far, and homes with major damage have amounted to 250,000 across the island.
RICARDO ARDUENGO/AFP/Getty Images
After 2011, the territory adopted a uniform building code that required structures to be built to withstand winds of up to 140 miles per hour.
According to the National Weather Service, Hurricane Maria made landfall in Puerto Rico with winds up to 155 mph.
Many buildings on the island were built under a prior code demanding protection against 125-mph winds.
Furthermore, numerous homes have been built without any sort of permit at all.
""It’s definitely a housing crisis,"" Gil told Reuters last week.
""It was already out there before, and the hurricane exacerbates it.""
One resident of Puerto Rico's Caño Martín Peña neighborhood, Gladys Peña, told the Herald that her home was built by people in her neighborhood and that fixtures for the dwelling were gathered from abandoned structures.
""The one who designed it was me,"" she said.
Florida Governor Rick Scott's office estimated that over 318,000 evacuees arrived in the state in the wake of the hurricane, and Federal Emergency Management Agency aid for Puerto Ricans living in Florida hotels will start to expire Friday.
Still, about one-third of Puerto Rico is without power.
Keep up with this story and more by subscribing now
Last Friday, President Donald Trump signed an order giving Puerto Rico $16 billion in disaster recovery aid, $2 billion of which will be used to repair the electric grid under the federal Community Development Block Grant program.
Earlier this month, the U.S. Department of Housing and Urban Development announced it would provide $1.5 billion to help rebuild housing in Puerto Rico after devastation from both Maria and Hurricane Irma, which skirted the island a couple of weeks before, through HUD's Community Development Block Grant Disaster Recovery program.
Puerto Rico Governor Ricardo Rosselló estimated in November that it will take $31 billion to rebuild housing in the territory.
The governor requested the money from the federal government, as the territory itself is bankrupt.

","Loaded_Language	2509	2520
Loaded_Language	2563	2571
Loaded_Language	105	114
"
"?? ?? Ситуация в Запорожье следующая. Предположительно, колонны сил Z наступают на Бердянск и Мариуполь (на восток) с двух направлений: Молочанск — Токмак — Черниговка и Приазовское — Орловка — Приморск. Под Молочанском была уничтожена колонна ВСУ. В Энергодаре и Васильевке на северном направлении идут бои, населенные пункты ещё под контролем ВСУ. Противник стягивает силы к Васильевке, в городе раздаются силы. Со стороны Великой Белозёрки к Энергодару приблизилась «заблудившаяся» колонна ВСУ.",
