Content,manipulations
Контент специально для зумеров.)),"['Name_Calling,Labeling\t23\t30\n', 'Thought-terminating_Cliches\t0\t30\n']"
"⚡️ В санкционный список ЕС будут внесены лично Владимир Путин и глава МИД Сергей Лавров, сообщил глава МИД Австрии, передает Reuters.",[]
Взорванная ВСУ дамба Печенежского водохранилища в Харькове для замедления продвижения ВС РФ.,[]
"✍️ Путин никогда не проигрывал — Newsweek «Владимир Путин никогда не проигрывал. Во время прошлых конфликтов в Чечне, Грузии, Сирии и Крыму за два десятилетия своего пребывания у власти Путин преуспел, поставив перед своими вооруженными силами четкие, достижимые военные цели, которые позволили бы ему убедительно заявить о победе в глазах российского народа ... Его последняя инициатива в Украине вряд ли чем-то отличается ». Американская Newsweek занимает взвешенную пророссийскую позицию.","['Slogans\t3\t30\n', 'Exaggeration,Minimisation\t377\t397\n', 'Obfuscation,Intentional_Vagueness,Confusion\t458\t490\n']"
"Флагман украинского флота пошёл ко дну ВМСУ затопили свой флагманский корабль - фрегат ""Гетман Сагайдачный"". Он был заложен в 1990 году как советский СКР ""Киров"" проекта 1135 для морских частей погранслужбы КГБ СССР. В 1992-м передан Украине. Снимите шляпы, господа присяжные заседатели! Укропианцы просрали последнее военно-морское наследие СССР, затопив флагман ВМСУ ""Гетьман Сагайдачный"". Помянем... А ведь он был заложен еще в далеком 1990 году, как советский СКР ""Киров"" проекта 1135 для морских частей Погранслужбы КГБ СССР. В 1992-м на свою беду был передан Украине. А мог бы жить и жить хотя бы на пенсии.","['Slogans\t243\t287\n', 'Loaded_Language\t540\t552\n', 'Name_Calling,Labeling\t288\t298\n', 'Repetition\t410\t529\n', 'Slogans\t392\t399\n', 'Repetition\t531\t539\n', 'Repetition\t557\t572\n', 'Exaggeration,Minimisation\t576\t594\n', 'Exaggeration,Minimisation\t595\t612\n', 'Loaded_Language\t299\t307\n', 'Flag-Waving\t318\t346\n']"
"‼️ ?? Прорыв Армии России к Глухову: БТР-82 сходу уничтожает БТР ВСУ Подразделение на БТР-82А сходу в Глухове прорвало оборону ВСУ, уничтожив БТР 16 отдельного мотопехотного батальона. На кадрах с БПЛА четыре попадания в башню. Дальше колонна сходу пошла на Глухов (Сумская обл.). t.me/RVvoenkor","['Appeal_to_fear-prejudice\t37\t68\n', 'Appeal_to_fear-prejudice\t94\t130\n', 'Repetition\t243\t248\n', 'Loaded_Language\t0\t2\n', 'Loaded_Language\t13\t25\n', 'Repetition\t94\t99\n', 'Appeal_to_fear-prejudice\t235\t264\n']"
⚡️ В Киеве со стороны левого берега мощные взрывы.,['Loaded_Language\t36\t42\n']
"‼️ Помните рассказ Зеленского про убитых военнослужащих на острове Змеином ? ??? Эта тварь посмертно наградила их званием героев Украины. А они вот, живые, в Севастополе, получают сухпайки и отправляются проходить юридические процедуры. Гуманизм как он есть, никому не нужны жертвы, сдавайтесь! https://t.me/RIA82rf/18938 Подписывайся @sev_polit_takt чтобы ничего не пропустить","['Loaded_Language\t0\t2\n', 'Name_Calling,Labeling\t81\t90\n', 'Thought-terminating_Cliches\t237\t257\n', 'Slogans\t259\t294\n']"
Уничтоженный украинский Хаммер в Токмаке. Запорожская область,[]
"Война в Украине. Главное за ночь. ▪ В нескольких местах Киева ночью проходили бои. Самые ожесточенные бои шли на проспекте Победы в районе Шулявки; ▪ Выстрелы были слышны в центре Киева, на улице Богдана Хмельницкого, пишет «Украинская правда»; ▪ Украинские военные заявили об уничтожении колонны российской техники в Киеве. Подтверждений этому нет; ▪ Бои также шли к юго-западу от Киева в центре города Васильков. В городе расположены военная часть и аэродром. Украинские военные сообщали о попытке высадки там российского десанта; ▪ Минимум в шести городах Украины утром 26 февраля объявлена воздушная тревога: в Луцке, Ровно, Львове, Черкасах, Умани и Херсоне; ▪ Байден поручил госдепу выделить Украине помощь на $600 млн, в том числе 350 млн на нужды обороны; ▪ Евросоюз и США официально ввели санкции против Путина и Лаврова; ▪ Депутат Госдумы от КПРФ Михаил Матвеев заявил, что война должна быть немедленно прекращена.","['Loaded_Language\t83\t105\n', 'Loaded_Language\t17\t32\n']"
"‼️  Пропал украинский ЗРК Стрела, раздавивший машину с гражданскими В Киеве, нашедшего просят вернуть за вознаграждение . t.me/rusvesnasu","['Loaded_Language\t0\t2\n', 'Appeal_to_fear-prejudice\t11\t75\n']"
"Вот чего-то сейчас вспомнилось: а когда в Донецке, обещанный ""патрыотамы"" парад ВСУ? ?","['Loaded_Language\t62\t72\n', 'Name_Calling,Labeling\t62\t72\n']"
"В 2022 году начнется финансирование миссии на Венеру, выделены средства на новые лунные аппараты, рассказал Рогозин.",[]
"Несмотря на то, что бригады ВСУ достаточно хорошо окопались за годы украинской оккупации Донбасса, это не спасает их от массированных российских ударов","['Loaded_Language\t32\t59\n', 'Black-and-White_Fallacy\t68\t97\n', 'Loaded_Language\t120\t133\n']"
⚡️ В России за сутки с коронавирусом госпитализировали 14 937 человек. В стране за сутки выявили 123 460 случаев заражения. Выздоровели 167 310 пациентов. Число умерших возросло за сутки на 787 . В Москве выявили 3 333 случая заражения ковидом за сутки. В Санкт-Петербурге — 7 572.,[]
? Киев блокирован с западной стороны Минобороны РФ,[]
"США поддержат решение Украины о нейтральном статусе, если Киев его примет — заместитель главы Госдепартамента США Уэнди Шерман Наркомана слили. Нравится - не нравится, терпи, моя красавица ? Inside ⚒ Donetsk","['Slogans\t144\t188\n', 'Loaded_Language\t127\t142\n']"
"Украинские военные отступили из села Крымское Подразделения ЛНР взяли под контроль село Крымское. Судя по всему, украинские военные оставили его без боя. На этом управлении очень долго существовал выступ, который занимали украинские военные. Увы, потенциальный котел не состоялся. Но тем не менее, населенный пункт освобожден. Информацию о контроле ЛНР над Крымским подтверждает глава так называемой украинской администрации Луганской области Сергей Гайдай. @anna_news","['Causal_Oversimplification\t98\t111\n', 'Exaggeration,Minimisation\t173\t184\n', 'Loaded_Language\t247\t266\n', 'Loaded_Language\t385\t399\n', 'Exaggeration,Minimisation\t46\t63\n', 'Exaggeration,Minimisation\t340\t352\n', 'Loaded_Language\t242\t245\n']"
❗️ Зеленский в разговоре с Гутерришем призвал лишить РФ права голоса в Совбезе ООН,[]
"ВСУ убили двух учителей в Горловке. Били артиллерией по школе. Что-то я не вижу CNN и прочих ""голубей мира"", которые едут туда об этом снимать. Наша группа выехала фиксировать, скоро будет информация с места трагедии.","['Name_Calling,Labeling\t94\t106\n', 'Red_Herring\t63\t107\n', 'Appeal_to_fear-prejudice\t0\t9\n', 'Appeal_to_fear-prejudice\t36\t61\n']"
Facebook запрещает российским госСМИ рекламу и монетизацию на своей платформе. @rt_russian,[]
"Свинособаки принялись за старое. За 8 лет ничего не изменилось. Ночью над Киевом работала наша авиация, ПВО укрорейха отработала по нашему самолёту, но что-то пошло не так, то ли от того что шаровары свинособаки были мокрые и он испугался, то ли совковая ракета от старости подвела. Запуск совершался ракетой ЗРК Бук. https://t.me/ToBeOr_Official/6122","['Name_Calling,Labeling\t0\t11\n', 'Obfuscation,Intentional_Vagueness,Confusion\t0\t31\n', 'Causal_Oversimplification\t33\t62\n', 'Thought-terminating_Cliches\t33\t62\n', 'Name_Calling,Labeling\t108\t117\n', 'Causal_Oversimplification\t152\t171\n', 'Name_Calling,Labeling\t200\t211\n', 'Loaded_Language\t191\t223\n', 'Loaded_Language\t246\t261\n']"
"Мне шлют видео, на котором какая-то толпа улюлюкающих животных срывает погоны с майора, избивает его и требует кричать Слава Украине, а он не кричит. Не знаю, где и когда это происходит, но точно знаю, кто на видео - толпа ссыкливых животных и смелый, гордый офицер. @sashakots","['Black-and-White_Fallacy\t217\t265\n', 'Flag-Waving\t244\t265\n', 'Name_Calling,Labeling\t217\t241\n', 'Loaded_Language\t27\t41\n', 'Loaded_Language\t103\t132\n', 'Name_Calling,Labeling\t36\t62\n']"
"Посольство Румынии в Киеве приостановило работу, генконсульство в Одессе закрыто, персонал эвакуирован",[]
"#Разоблачение  Продолжаются вбросы с нашей стороны для поднятия боевого духа, но зачем это нужно, ведь уже завтра окажется все наоборот! Таким способом ОП дискредитирует себя и к публикуемой информации будет вопросы, но виноваты будут снова телеграм каналы! https://t.me/skeptik_21/2183",['Loaded_Language\t28\t34\n']
"Владимир Зеленский подписал указ о создании Ставки Верховного главнокомандующего, Согласно указу, вошли в Ставку Верховного Главнокомандующего: ▪️ Владимир Зеленский, президент - председатель; ▪️ Алексей Данилов, секретарь СНБО - координатор; члены ставки: ▪️ Иван Баканов, глава СБУ; ▪️ Кирилл Буданов, начальник ГУР МО; ▪️ Григорий Галаган, командующий ССО; ▪️ Юрий Голушкин, глава сил ТрО; ▪️ Сергей Дейнеко, глава Госпогранслужбы; ▪️ Андрей Ермак, руководитель Офиса президента; ▪️ Валерий Залужный, главнокомандующий ВСУ; ▪️ Игорь Клименко, глава Нацполиции; ▪️ Сергей Крук, председатель ГСЧС; ▪️ Дмитрий Кулеба, глава МИД; ▪️ Юрий Лебедь, и.о. коомандующего Нацгвардией; ▪️ Александр Литвиненко, глава ВРУ; ▪️ Денис Монастырский, глава МВД; ▪️ Алексей Резников, министр обороны; ▪️ Сергей Рудь, начальник Управления Госохраны; ▪️ Руслан Стефанчук, спикер ВР; ▪️ Денис Шмыгаль, премьер-министр; ▪️ Юрий Щиголь, глава Госслужбы спецсвязи.",[]
"Зеленский из бункера вылез, чтобы видосик записать… Записал - и в бункер! https://t.me/rt_russian/94907","['Exaggeration,Minimisation\t34\t41\n']"
"?? ""Профессиональный погибший"" на CNN. Телеканал публикует фото ""первого убитого на Украине американца"". Ранее этот человек уже ""погибал"" от рук талибов в Афганистане. @SputnikLive","['Name_Calling,Labeling\t3\t30\n', 'Appeal_to_Authority\t39\t58\n']"
"Зеленский: «Мы будем бороться столько, сколько нужно, чтобы освободить страну. Если дети уже рождаются в укрытиях, даже когда продолжаются обстрелы, то у врага нет никакого шанса в этой, бесспорно, народной войне. Мир увидел – украинцы мощные. Украинцы смелые. Украинцы – на своей родной земле и никогда ее не отдадут»","['Slogans\t296\t317\n', 'Exaggeration,Minimisation\t214\t224\n', 'Exaggeration,Minimisation\t187\t196\n']"
"Тем временем председатель Николаевской ОГА пишет следующее: ""я не знаю как сказать…танки прошли через город со стрельбой. Потом не знаю потом они отходят наши их догоняют…. Но я сейчас буду выяснять"" Собственно, получается, что часть наших войск прошли Николаев далее, а часть остались в Николаеве. ""Какой-то сюр"", — резюмирует он. Сюр — украинская государственность, отвечаю я.","['Doubt\t61\t82\n', 'Doubt\t128\t135\n', 'Appeal_to_Authority\t13\t48\n', 'Doubt\t212\t222\n', 'Name_Calling,Labeling\t332\t366\n', 'Doubt\t300\t308\n', 'Name_Calling,Labeling\t309\t312\n']"
"S&P понизило кредитный рейтинг России до ""BB+""",['Appeal_to_Authority\t0\t12\n']
"⚡️ Советник администрации президента Украины говорит, что Киев подготовил свою переговорную позицию, в то время как Москва изначально выдвинула непрактичные условия переговоров",[]
"⚡️ Украина отключила электропитание водовода ключевого источника водоснабжения Республики - канала «Северский Донец - Донбасс», перебив кабель",[]
"??  ?? ""Смысла нема воевать. За шо? За то, шо так по-хамски относятся? Бросили, как скотину, а сами удрали - начальство. Бывшие сослуживцы - скоты"". Украинские пленные делятся яркими и незабываемыми впечатлениями о боевых действиях и армейской взаимовыручке в рядах ВСУ.","['Loaded_Language\t141\t146\n', 'Loaded_Language\t50\t59\n', 'Thought-terminating_Cliches\t8\t27\n', 'Loaded_Language\t176\t212\n', 'Loaded_Language\t29\t34\n', 'Loaded_Language\t71\t91\n', 'Loaded_Language\t95\t106\n']"
"Киев, Оболонь. Дружественный огонь ВСУ по фольксштурму. Или наоборот.","['Loaded_Language\t15\t34\n', 'Name_Calling,Labeling\t42\t54\n']"
"Киев будут брать в кольцо, а потом начнётся процесс зачистки города. Будет много городских боёв. Судя по западу и обращения Зеленского к нашим партнерам, они выбрали стратегию, наблюдения.","['Appeal_to_fear-prejudice\t0\t25\n', 'Appeal_to_fear-prejudice\t35\t67\n', 'Appeal_to_fear-prejudice\t69\t95\n']"
"❗️ Россия на правах постоянного члена Совбеза ООН с правом вето, заблокировала резолюцию с осуждением действий на Украине. За — 11 членов Совбеза Воздержались — 3, в т.ч. Китай Против — 1",[]
⚡️ ??  Минобороны России призывает жителей Украины потребовать от властей немедленно вывести тяжелое вооружение из жилых кварталов t.me/RVvoenkor/1678,"['Appeal_to_Authority\t7\t34\n', 'Appeal_to_fear-prejudice\t51\t130\n']"
Z-войска на окраинах Мариуполя.,[]
"Украинские военные планируют провокации, чтобы обвинить в этом силы специальной  военной операции, заявил Эдуард Басурин. «Уже сейчас боевики уничтожают мосты и другую жизненно важную инфраструктуру, оставляя за собой хаос и разрушение», — отметил замначальника управления Народной милиции ДНР. По данным ведомства, националисты готовят массированный обстрел Краматорска, Славянска и Дмитрова. Ранее они обстреляли из «Градов» жилые кварталы Старобельска, сообщили в Минобороны РФ. @rt_russian","['Appeal_to_Authority\t99\t120\n', 'Appeal_to_fear-prejudice\t0\t39\n', 'Appeal_to_fear-prejudice\t200\t235\n', 'Appeal_to_Authority\t240\t293\n', 'Name_Calling,Labeling\t316\t328\n', 'Appeal_to_fear-prejudice\t316\t358\n', 'Appeal_to_Authority\t456\t480\n']"
"Британским компаниям будет запрещено предоставлять товары или услуги Путину и Лаврову в рамках новых санкций Лондона, сообщили в МИД.",[]
Николаев сбили дрон летающий над городом.,[]
"❗️ Военкор Анна Долгарева рассказывает подробности захвата поселка Трехизбенка в Луганской области — теперь уже Луганской народной республике. «Трёхизбенку взял без потерь и джавелины», — кратко написал мне вчера командир 16-го батальона территориальной обороны ЛНР «Питер». Трёхизбенка — село в Луганской области недалеко от Бахмутской трассы, на берегу Северского Донца, который контролировался ВСУ. «Теперь там плацдарм и можно восстановить мост, взорванный в 2014-м. И перебросить технику», — прокомментировал другой луганский военнослужащий. Особенность военной операции в ЛНР в том, что она происходит силами, собственно, ЛНР. Мощь российской армии сосредоточена на других украинских городах, а здесь... ну, вы же воевали восемь лет сами? Ну и воюйте дальше. По крайней мере, не будем мешать и запрещать стрелять, - так, видимо, рассудили в штабах. Поэтому Трехизбенку брал 16-й батальон и линейные подразделения. Конкретно Питер штурмовал мост, ведущий к поселку.  На фото – то, что сняли с трупов солдат ВСУ","['Appeal_to_Authority\t3\t38\n', 'Exaggeration,Minimisation\t101\t141\n', 'Appeal_to_Authority\t195\t265\n', 'Appeal_to_Authority\t497\t546\n', 'Doubt\t827\t833\n', 'Exaggeration,Minimisation\t559\t575\n', 'Exaggeration,Minimisation\t576\t581\n', 'Exaggeration,Minimisation\t608\t631\n', 'Exaggeration,Minimisation\t633\t654\n', 'Exaggeration,Minimisation\t720\t743\n', 'Obfuscation,Intentional_Vagueness,Confusion\t745\t763\n']"
"""Я увидел во дворе стрекозу"" - А.Я.Розенбаум (стихи О.Русских) Розенбаум поет о том, о чём молчала вся эта ""творческая интеллигенция"", все эти 8-КРОВАВЫХ лет и которая сейчас требует ""прекратить войну"". - послушайте пожалуйста, не пожалеете. ПОЖАЛУЙСТА ПОТДЕРЖИТЕ РАСПРОСТРАНЯЕТЕ ПО ПАБЛИКАМ И СОЦСЕТЯМ","['Loaded_Language\t242\t302\n', 'Loaded_Language\t143\t153\n', 'Slogans\t143\t157\n', 'Loaded_Language\t228\t240\n', 'Causal_Oversimplification\t73\t133\n']"
"Депутат Аксаков рассказал о действиях России при возможном отключении от SWIFT В случае отключения от SWIFT России надо будет договариваться о сотрудничестве с Китаем и надеяться на отечественный аналог, заявил глава комитета Госдумы по финансовому рынку. «Мы создали аналог SWIFT для взаиморасчетов внутри России и к этому аналогу подключили зарубежных партнеров. Но поскольку SWIFT это глобальная система, а наша всё-таки скорее отечественная, внутренняя, то для того, чтобы осуществлять внешние финансовые взаимодействия надо будет договариваться. Во-первых, с теми же китайцами, у которых есть аналог SWIFT. Ну и с другими крупнейшими партнёрами, которые также имеют тесные финансовые и экономические отношения» , - сказал Анатолий Аксаков в беседе с «Газетой.Ru». Он добавил, что РФ давно готовилась к возможному отключению от системы. Ранее агентство Reuters сообщило, что решение об отключении России от SWIFT может быть принято в течение нескольких дней. @gazetaru","['Appeal_to_Authority\t0\t25\n', 'Appeal_to_Authority\t204\t254\n', 'Appeal_to_Authority\t720\t743\n']"
"❗️ В Харькове наземный транспорт перевозит людей бесплатно, метро работает в режиме укрытия — мэрия",[]
В районе Николаева идёт стрелковый бой.,[]
Развернулись бои с укронацистами в Лисичанске и Северодонецке (ЛНР).,"['Name_Calling,Labeling\t19\t32\n', 'Exaggeration,Minimisation\t33\t67\n']"
"?? ?? Где-то на улицах Сум . В городе звучит тревога, сообщают об обстрелах. #Россия  #Украина @rybar",['Doubt\t6\t12\n']
"#Интуиция подсказывает, Калининград рискует оказаться изолированным от России. « Война есть продолжение политики иными средствами».","['Appeal_to_Authority\t1\t22\n', 'Slogans\t81\t129\n']"
"#Слухи  #Раскладка  Тут нам сообщают, информацию ""на подумать"", что у многих вопрос, почему не отрабатывают Одессу и Николаев с моря и нет десанта. Договорняк? Могли ведь уже раз 10 зайти. Днепр тоже сольют, ведь Коломойскому отчасти некуда бежать, а он мог уже договорится, что город не трогают, а после Киева, Днепр не будет вести сопротивления, как и Кривой Рог и Запорожье и т.д. Зато их все активы, никто не отожмет. Кстати многие олигархи могли пойти на такие договорняки, ведь им надо думать о сохранении своих бизнес империй, иначе они потом никому не будут интересны. Время спорное и много вопросов. Запомните - эта информация для тех, кто умеет думать и задавать вопросы.","['Loaded_Language\t148\t158\n', 'Doubt\t148\t158\n', 'Loaded_Language\t200\t206\n', 'Obfuscation,Intentional_Vagueness,Confusion\t577\t607\n', 'Obfuscation,Intentional_Vagueness,Confusion\t621\t680\n', 'Loaded_Language\t413\t420\n', 'Loaded_Language\t466\t477\n', 'Black-and-White_Fallacy\t534\t575\n', 'Appeal_to_Authority\t24\t36\n', 'Loaded_Language\t49\t62\n']"
⚡ ❗ Ещё около двух десятков украинских солдат сложили оружие и сдались,"['Appeal_to_fear-prejudice\t8\t60\n', 'Flag-Waving\t8\t60\n']"
"Канада вводит санкции против Путина, Лаврова и начальника Генштаба России. @rt_russian",[]
Армия Россия ведет городские бои под Киевом. Город Буча.,"['Exaggeration,Minimisation\t0\t32\n']"
"⚡️ Минобороны РФ сообщило, что выведено из строя 11 военных аэродромов Украины",['Appeal_to_Authority\t3\t25\n']
Британский премьер заявил о готовности принимать беженцев с Украины.,[]
"Главный пограничник Украины написал письмо с оскорблениями председателю погранкомитета Беларуси. Данный пасквиль опубликован на сайте украинской пограничной службы, до ГПК Беларуси оно не дошло. Либо этот начальник Дейнеко остался с собой наедине (пограничники сдаются российской армии), либо украинская почта отказалась доставлять сообщение военного преступника.","['Exaggeration,Minimisation\t248\t285\n', 'Appeal_to_fear-prejudice\t248\t285\n', 'Black-and-White_Fallacy\t195\t292\n', 'Appeal_to_fear-prejudice\t293\t362\n']"
"?? ?? Уничтожено 67 танков и других боевых бронированных машин, 16 реактивных систем залпового огня, 87 единиц специальной военной автомобильной техники — Минобороны РФ.",['Appeal_to_Authority\t153\t168\n']
"Наташ, взорвали мост. Мы не сможем выехать Страшные русские танки и паника в ВСУ. Украинские военные взорвали очередной мост — под Вышгородом.","['Appeal_to_fear-prejudice\t0\t20\n', 'Appeal_to_fear-prejudice\t82\t124\n', 'Exaggeration,Minimisation\t68\t80\n', 'Loaded_Language\t43\t65\n', 'Appeal_to_fear-prejudice\t22\t42\n']"
"Кстати да, как уже верно отметили читатели. Тема коронавируса в общем сейчас и не тема вовсе. Во всяком случае на период проведения операции по денацификации Украины. Иронично, что я как раз от ковида восстанавливаюсь - большую часть февраля провалялся, но успел прийти в относительно работоспособное состояние к 20-м числам.","['Obfuscation,Intentional_Vagueness,Confusion\t144\t157\n', 'Exaggeration,Minimisation\t121\t140\n', 'Loaded_Language\t0\t9\n', 'Appeal_to_Authority\t11\t42\n', 'Loaded_Language\t87\t92\n', 'Red_Herring\t167\t217\n']"
"❗️ Западные страны договорились отключить российские банки от SWIFT, сообщил Кабмин ФРГ.",[]
"Власти в Киеве намерены выпустить ""военные облигации"" внутреннего займа на $13,7 млрд",[]
?? Из Киева скидывают карты города с укрепрайонами и огневыми точками.,[]
ebay и ЛДНР.,"['Exaggeration,Minimisation\t5\t11\n']"
Министры иностранных Евросоюза соберутся завтра для обсуждения новых санкций в отношении России,[]
"«Столтенберг знает, что оружие на Украине раздают, даже паспортные данные не беря?» Политолог Владимир Сергиенко в нашем стриме иронизирует над генсеком НАТО: «У меня три любимых супергероя: Бэтмэн, Человек-паук и Столтенберг. Спасает постоянно человечество от злого чего-то, имеет какие-то сверхспособности». Западная разведка знала о случаях мародёрства после обострений в Донбассе, отметил Сергиенко. Он привёл в пример историю человека, участвовавшего в боях за Иловайск в 2014 году, который «бандитствует»: «Там таких много. Раздаёте оружие — эти люди умеют им пользоваться, они воевали. И им НАТО посылает оружие. Вы что вытворяете со страной?» @rt_russian","['Appeal_to_fear-prejudice\t620\t648\n', 'Appeal_to_Authority\t84\t139\n', 'Appeal_to_Authority\t385\t402\n']"
Посольство РФ в Турции не получало никаких официальных уведомлений от турецкой стороны по закрытию проливов для российских военных кораблей.,[]
?  В Киев гремит серия взрывов с интервалом примерно в минуту.,[]
"Удары по Миргороду, район аэропорта. Именно там большое скопление ВСУ.",[]
‼️ ??  После боёв с 200 спартанцами русского спецназа в Гостемеле под Киевом спецназ Нацгвардии Украины увозит убитых и раненых t.me/RVvoenkor,"['Name_Calling,Labeling\t24\t35\n']"
Пожар на военных складах под Балаклеей,[]
"Внимание! Силовики просят киевлян срочно убыть в укрытия! Киев могут обстрелять Градами! СРОЧНО В УКРЫТИЯ! upd: возможно это не правильно, но блин, как это приятно читать, когда кое-кто рассказывал ""Наши дети будут ходить в школу, а ваши будут сидеть в подвалах""","['Loaded_Language\t89\t106\n', 'Repetition\t89\t106\n', 'Loaded_Language\t139\t146\n', 'Slogans\t198\t262\n', 'Doubt\t112\t137\n']"
"Кировский район Донецк, попадание в нефтебазу. Видео от подписчицы находящейся недалеко от места взрыва.",['Appeal_to_Authority\t47\t66\n']
"Кадры из под Гостомеля, где происходят ожесточенные бои за военный аэродром. Русский десант против кратно превосходящих сил противника. В поддержку выдвинулась бронетехника из взятого ранее под контроль Дымера .",[]
Власти итальянской столичной области Лацио приостановили сотрудничество с центром им. Гамалеи по вакцине «Спутник V» — газета. @rt_russian,['Appeal_to_Authority\t117\t125\n']
"❗ ?? ?? Народная милиция сообщает, что из Градов был обстрелян Старобельск","['Exaggeration,Minimisation\t8\t24\n', 'Appeal_to_Authority\t8\t33\n']"
"Российский военный заехал на одиноком ""Урале"" в Сумы и попал в плен к местному наци ополчению.","['Name_Calling,Labeling\t79\t93\n']"
"❗️ «Китай и Россия не союзники, мы ближе, чем союзники » , — МИД Китая по поводу позиции Владимира Путина. #Украина  #Россия  #Китай @pezdicide никакой химии — только факты",['Slogans\t144\t172\n']
У кого есть координаты или информация о местонахождении главарей военных преступников укрорейха пишем в бота @Zloyrusskiy_bot . Максимальный репост.,"['Loaded_Language\t128\t147\n', 'Name_Calling,Labeling\t86\t95\n', 'Appeal_to_fear-prejudice\t65\t95\n']"
"‼️  Армия России наносит ракетные удары по стратегическим объектам Продолжается уничтожение военной инфраструктуры на Украине. Ракетные удары были нанесены по военному аэродрому в Миргороде (Полтавская область) и по военному аэродрому Староконстантинов (Хмельницкая область), где базируются ударные беспилотники Bayraktar TB2. t.me/rusvesnasu","['Exaggeration,Minimisation\t67\t125\n', 'Exaggeration,Minimisation\t4\t66\n']"
"?? ?? Сообщают о засаде ВСУ в районе н.п.Чапаевка Запорожья: В районе совхоза видели 4 танка, плюс пехота, далее в лесу еще несколько бронемашин.",[]
"Подпишитесь на канал РБК:
 https://www.youtube.com/user/tvrbcnews?sub_confirmation=1
 ---------------------
 Раскрыты подробности российской спецоперации на острове Змеиный - смотрите в нашем сюжете
 ---------------------
 #РБК #Россия #Украина
 ---------------------
 Сайт РБК: https://www.rbc.ru/
 Получайте новости РБК в социальных сетях:
 Facebook: https://www.facebook.com/rbc.ru
 Twitter: https://twitter.com/ru_rbc
 ВКонтакте: https://vk.com/rbc
 Одноклассники: http://ok.ru/rbc
 ЧЭЗNEWS","['Exaggeration,Minimisation\t127\t150\n']"
"?? ?? ⚡️ В ходе боевых действий захвачено большое количество вооружений, поставленных западными странами на Украину за последние несколько месяцев — Минобороны РФ ❗ ?? ?? Минобороны России: российскими вооруженными силами выведено из строя 211 военных объектов военной инфраструктуры Украины, среди них 17 пунктов управления и узлов связи, 19 комплексов ПВО С-300 и ""Оса"", 39 радиолокационных станций. Сбиты 6 боевых самолетов, 1 вертолет, 5 беспилотников, уничтожены 67 танков и других боевых бронемашин, 16 реактивных систем залпового огня. ?? ?? ⚡️ Войска ДНР, прорвав подготовленную оборону националистических батальонов, вышли к Волновахе — Минобороны РФ ?? ?? ?? ?? ⚡️ Минобороны РФ: среди трофеев - американские противотанковые ракетные комплексы Javelin и британские NLAW","['Exaggeration,Minimisation\t552\t562\n', 'Name_Calling,Labeling\t595\t624\n', 'Appeal_to_Authority\t149\t164\n', 'Appeal_to_Authority\t646\t659\n']"
ВСУ подрывает мосты в Киеве в надежде задержать танковые колонны.,['Loaded_Language\t28\t47\n']
"Зеленский обратился к белорусам и пожелал стране ""снова стать доброй и безопасной"".",[]
"Так выглядит подписка об отказе от участие в боях, которую берут со сложивших оружие украинских военных",[]
"?Подписывайтесь на YouTube-канал — http://soloviev.live
 
 Гость — экономист Михаил Хазин. 
 
 ?Пишите в WhatsApp и Viber +7 922 800-00-65
 ☎Звоните по телефону +7 495 149-39-39
 ✉️Подписывайтесь на канал «СОЛОВЬЁВ» в Telegram - https://teleg.one/SolovievLive
 
 Читай нас на Telegram: https://teleg.one/SolovievLive
 Читай нас в Twitter https://twitter.com/VRSoloviev
 Читай нас в Instagram https://www.instagram.com/vrsoloviev
 Читай нас в VK https://vk.com/solovievlive
 
 #санкции #соловьев #соловьевlive",[]
⚡️ Воздушная тревога объявлена в Ровно,[]
"Прорыв подтверждён! Глава Харьковской облгосадминистрации Олег Синегубов подтвердил, что российские войска прорвали оборону Харькова.",['Loaded_Language\t0\t19\n']
В Мариуполе выключили уличное освещение.,[]
Ситуация на фронтах специальной военной операции по денацификации Украины данным американского военного института (на вчерашний день). Нам она кажется более-менее реальной,"['Exaggeration,Minimisation\t20\t48\n', 'Loaded_Language\t151\t162\n', 'Reductio_ad_hitlerum\t52\t73\n']"
"Официальный аккаунт мультсериала «Симпсоны» выложил пост в поддержку Украины. На нем герои сериала стоят с украинскими флагами. Кстати, «Симпсоны» предсказали множество мировых событий, например: избрание президентом Дональда Трампа, банкротство Греции, коррупционный скандал в ФИФА.",['Red_Herring\t128\t184\n']
"На сегодняшний день, общий внешний долг ""государства Украина"" подбирается к 200 млрд. долларов США, этот долг продолжает расти. Подробнее по ссылке: https://arbaletfire.livejournal.com/281657.html",['Loaded_Language\t40\t61\n']
"«Ситуация в Киеве спокойная, столицу полностью контролируют украинская армия и терроборона. Ночью было несколько столкновений с диверсионными группами», - сообщил первый заместитель председателя КГГА Николай Поворозник.",[]
"Приостановление членства, а не исключение. Забавляет, как либерота экзальтирует, заявляя, что «Россию исключили». При этом, спроси у них, что даёт членство в ПАСЕ, то 99 из 100 вам даже не расшифруют эту аббревиатуру.","['Name_Calling,Labeling\t58\t66\n', 'Loaded_Language\t58\t79\n', 'Exaggeration,Minimisation\t167\t216\n']"
